MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
468,Prei 3,,,ei,,,,,,,,,,34.00 ?,,,,,,Tundmatu vrakk. Laeval näib varju järgi olevat vööritraali kronstein.,2012 - avastamine,,,,,,,,,jah,59.2392,22.424,,,,"Glotovi poist 4,7 miili ENE poole",,,,Glotovi madal,avameri,,,,,2012,"""Jakob Prei"" meeskond",Leidis Jakob Prei 2012.a. Sonari kujutise järgi laev raskesti identifitseeritav.,ei,,,,,w_blue,pink_circle,"Prei 3 (töönimi), Raj. IV -  , tundmatu laeva vrakk Glotovi poist 4,7 miili ENE poole koordinaatides 59*14,353´N; 22*25,437´E. Sonari kujutise järgi laev raskesti identifitseeritav. Pikkus ca 34 meetrit. Laeval näib varju järgi olevat vööritraali kronstein. Leidis Jakob Prei 2012.a. B Lutt)"
444,Lu-19,,,ei,,,,,,,,,,21.00 ?,6.00 ?,,,,,Tundmatu vrakk. Mõõtmed ligikaudsed,,,,,,,,,,jah,59.3496,22.2081,,,,Tahkunast ca 19 miili NW suunas,,,,Tahkuna,avameri,,,,,,,Vajab kontrollimist,ei,,,,A Lutt 2012,w_blue,pink_circle,"Lu-19, Raj. IV -  , tundmatu vrakk Tahkunast ca 19 miili NW suunas, koordinaatides 59*20,9736´N; 22*12,4833´E, sügavus 90 meetri ringis, mõõtmed ca 21x6 meetrit. Vajab kontrollimist. (A Lutt 2012)"
2322,Lu-1,Lu-1,,ei,,,,,,,,,,32.00 ?,8.00 ?,4.00 ?,,,,Tundmatu vrakk. Mõõtmed ligikaudsed.,,,,,,,,,,jah,59.8143,25.6024,,,,Juminda miiniväli,,,,Juminda miiniväli,miiniväli,,,Suund 80°-260°,,,,,ei,,,,A Lutt 2012,w_blue,red_circle,"Lu-1, Raj. II - , tundmatu vrakk Juminda miiniväljal koordinaatides 59*48,8554´N; 25*36,1412´E. Vraki mõõtmed ligikaudu 32x8x4 meetrit. Sügavus 82 meetrit. Vraki suund 80*-260* (A Lutt 2012)"
2491,Nimetu 127,,,ei,,,,,,,,,,87,16,5,,,,"Tundmatu vrakk. Pikk, kitsas, madal vrakk. Vööriosa murdunud, tugevasti vasakule poole kreenis.",04.08.2011 - kontrollimine,,,,,,,,,jah,59.80336,26.59106,,,,,,,89,,,,,Suund 58°-238°.,,,,"Kontrollitud Marega 04.08.2011.a. Esialgu oletatud, et see on vene allveelaev S-5, mis tegelikult asub mujal.",ei,,,,"A Sektori, sonari kujutis",w_blue,red_circle,"Nim-127 (töönimi), Raj.II -  , tundmatu vrakk mõõtmetega 87 x 16 x 5 m, lebab 89 m sügavusel suunaga 58*-238* koordinaatides 59*48,2016´N; 25*35,4636`E Kontrollitud Marega 04.08.2011.a. Leitud pikk, kitsas, madal vrakk, vööriosa murdunud, tugevasti vasakule poole kraanis. Arvatav Vene allveelaev S-5.(A Sektori, sonari kujutis)"
722,Oss 4,,,ei,,,,,,,,,,,,,,,,Tundmatu väike laev,,,,,,,,,,jah,58.1628,24.0365,,,,"Kihnu saarest ligikaudu 0,8 miili Manilaiu suunas",,,,Kihnu,saarelähedane,,,,,,,Näha aerofotol,ei,,,,B Ossiptsuk 2012,w_blue,grn_circle,"Oss 4, Raj. VII -  , tundmatu väikese laeva vrakk Kihnu saarest ligikaudu 0,8 miili Manilaiu suunas. Näha aerofotol. Koordinaadid 59*09,768´N; 24*02,190´E  (B Ossiptsuk 2012)"
389,Uus,,,ei,,,,,,,,,purjelaev,25,,,,,,Tundmatu väike purjelaev,,,,,,,,,,jah,59.5428,24.215,,,,,,,71,,,,,,,,,Vajab identifitseerimist,ei,,,,sonari pilt,w_blue,purple_circle,"Uus, Raj.III-  , tundmatu väike purjelaev töönimetusega “uus”. 71 m sügavusel lebava vraki pikkus on 25 meetrit, Vajab identifitseerimist. (sonari pilt)"
87,Peipsi vrakk 2,,,ei,,,,,,,,,,,,,,,,Tundmatu väike vrakk,,,,,,,,,,jah,58.9958,27.2837,,,,Peipsi järve põhjakaldal rannalähedases vees,,,,Peipsi,rannikulähedane,,,,,,,"Vrakk on näha aerofotol, kuid kontrollimata.",ei,,,,B Mäss,w_blue,blu_circle,"Peipsi vrakk 2, Raj. VIII -  , tundmatu väike vrakk Peipsi järve põhjakaldal, ranna lähedases vees. Näha aerofotol. Koordinaadid 58*59,750´N; 27*17,023´E. Kontrollimata. (B Mäss)"
2314,Re-2,,,ei,,,,,,,,,,,,,,,,Tundmatu väike vrakk,2007 - avastamine,,,,,,,,,jah,59.7973,25.575,,,,,,,,,,,,,,2007,Eesti Meremuuseum,Leitud Mare sonariga 2007.a. Nähtud väga põgusalt. Vajab uurimist.,ei,,,,B Mäss,w_blue,red_circle,"Re-2, Raj. II – , tundmatu väike vrakk, leitud Mare sonariga 2007.a. Nähtud väga põgusalt. Vajab uurimist. (B Mäss)"
223,Üla 2,,,ei,,,,,,,,,,,,,,,,Tundmatu väike vrakk,,,,,,,,,,jah,59.7645,24.6006,,,,,,,,,,,,,,,,Uurimata,ei,,,,B Tomson 2014,w_blue,red_circle,"Üla 2, Raj. II - , tundmatu väike vrakk (?) koordinaatides 59*45,868´N; 24*36,038´E Uurimata (B Tomson 2014)"
6160,Ruhnu 6,,,ei,,,,,,,,,,,,,,,,Tundmatu väikese laeva vrakk,veebruar 2015 - avastamine,,,,,,,,,jah,57.7977,23.2771,,,,"Ruhnu saare idapoolse ranniku lähistel, Limo ranna all madalvees",,,,Ruhnu,rannikulähedane,,,,,2015,Andrei Ossiptšuk,Avastas A.Ossiptšuk aerofotolt 2015.a. veebruaris. Vajab kontrollimist.,ei,,,,"B Ossiptšuk 2015, aerofoto",w_blue,ltblu_circle,"Ruhnu 6, Raj. VI - ,tundmatu väikese laeva vrakk Ruhnu saare idapoolse ranniku lähistel, Limo ranna all madalvees, koordinaatides 57*47,862´N; 23*16,627´E. Avastas A.Ossiptšuk aerofotolt 2015.a. veebruaris. Vajab kontrollimist. (B Ossiptšuk 2015, aerofoto)"
2272,Kullamäe vrakk,,,ei,,,,,,,,,,14.00 ?,,,,,,"Tundmatu väikese laeva vrakk, pikkus ligikaudne",,,,,,,,,,jah,59.4951,25.3383,,,,Kaberneeme ja Salmistu vahelisel rannal väikese ojakese suudmes,,,4-5 ?,Kullamäe,jõesuue,,,,,,,,ei,,,,A Ossiptšuk 2013,w_blue,red_circle,"Kullamäe vrakk, Raj. II -  , tundmatu väikese laeva vrakk Kaberneeme ja Salmistu vahelisel rannal, väikese ojakese suudmed. Vrakk pikkusega ca 14 meetrit lebab ligikaudu 4-5 meetri sügavuses vees koordinaatides 59*29,707´N; 25*20,295´E (A Ossiptšuk 2013)"
2173,Merivälja vrakk 2,,,ei,,,,,,,,,purjelaev,,,,,,,Tundmatu väikese purjelaeva vrakk,2013 - avastamine ja kontrollimine,,,,,,,,,jah,59.484717,24.836,,,,Merivälja ranna all madalas vees,,,,Merivälja,rannikulähedane,,,,,2013,Andrei Ossiptšuk,"Leidis A.Ossiptschuk 2013. aastal aerofotolt ja kontrollis otse leiukohal. Ilmselt sama, millest rääkis Jako Uustal aastakümnete eest.",ei,,,,B Ossiptšuk,w_blue,red_circle,"Merivälja vrakk 2, Raj. II -  , tundmatu väikese purjelaeva vrakk Merivälja ranna all, madalas vees, koordinaatides 59*29,083´ N; 24*50,161´ E. Ilmselt sama,  millest rääkis Jako Uustal aastakümnete eest. Leidis A.Ossiptschuk 2013. aastal aerofotolt ja kontrollis otse leiukohal. (B Ossiptšuk)"
2165,Kad-3,,,ei,,,,,,,,,purjelaev,19.71,,,,,,Tundmatu väiksema purjelaeva parempoolne küljeosa,,,,,,,,,,jah,59.4458,24.7949,,,,Kadrioru rannas madalas vees,,,,Kadriorg,rannikulähedane,,,,,,,Nähtav aerofotolt,ei,,,,"B Ossiptšuk,aerofoto 2015-3",w_blue,red_circle,"Kad-3, Raj. Ii-  , tundmatu väiksema purjelaeva parempoolne küljeosa Kadrioru rannas, madalas vees. Vraki pikkus 19,71 meetrit, asub koordinaatides 59*26,746´N; 24*47,692´E, nähtav aerofotolt. (B Ossiptšuk,aerofoto 2015-3)"
6153,Ruhnu 5,,,ei,,,,,,,,,,,,,,,,Tundmatu ümarate vormidega laeva vrakk,2015 - avastamine,,,,,,,,,jah,57.7908,23.2115,,,,W pool Ruhnu saart,,,1.50 ?,Ruhnu,saarelähedane,,,"Vrakk lebab kivisel põhjal ca 1,5 m sügavuses vees, parema pardaga põhjasetetesse mattunult. Vasak kõrgemale kaarduv parras täies pikkuses, enam kui 20 m, nähtav.",,,,Vraki avastas A.Ossiptšuk aerofotolt 2015. aastal.,ei,,,,"B Ossiptsuk 2015, aerofoto",w_blue,ltblu_circle,"Ruhnu 5, Raj. VI -  , tundmatu ümarate vormidega laeva vrakk W pool Ruhnu saart koordinaatides 57*47,447´N; 23*12,689´E. Vrakk lebab kivisel põhjal ca 1,5 m sügavuses vees, parema pardaga põhjasetetesse mattunult. Vasak kõrgemale kaarduv parras täies pikkuses, enam kui 20 m, nähtav. Vraki avastas A.Ossiptšuk aerofotolt 2015. aastal. (B Ossiptsuk 2015, aerofoto)"
6167,Veer 26 (purjelaev),,,ei,,,,,,,,,purjelaev,30.00 ?,,,,,,"Tundmatu, arvatavasti kolmemastilise purjelaeva vrakk, mõõtmed ligikaudsed.",28.08.2013 - avastamine,,,,,,,,,jah,57.9547,23.3886,57.956333,23.387333,,Ruhnu saarest 9 miili NNE pool,,,42,Ruhnu,avameri,,,Sügaval põhjamudas,,2013,Eesti Meremuuseum,Avastas 28.08.2013.a. uurimislaev Mare.,ei,,,,,w_blue,ltblu_circle,"Purjelaev 1, Raj. VI -  , tundmatu purjelaeva vrakk Ruhnu saarest 9 miili NNE pool,koordinaatides 57*57,279´N; 23*23,318´E, 42 meetri sügavusel. Vraki pikkus on ca 30 meetrit, arvatavalt kolmemastiline, Lebab sügaval põhjamudas. Avastas 28.08.2013.a. uurimislaev Mare."
2136,Lammut 1,,,ei,,,,,,,,,,,,,,,,"Tundmatu, ilmselt lammutatud, 18.-19. sajandi liinilaeva puidust vrakk",2010 - avastamine,,,,,,,,,jah,59.4462,24.779,,,,Tallinna Vanasadama suus,,,,Tallinna Vanasadam,sadam,,,,,2010,Andrei Ossiptšuk,"Leidis A.Ossiptšuk 2010.a. Uurimata, identifitseerimata.",ei,,,,,w_blue,red_circle,"Lammut 1 (töönimi), Raj. II - , tundmatu, ilmselt lammutatud 18.-19.saj. liinilaeva puidust vrakk Tallinna Vanasadama suus. Leidis A.Ossiptšuk 2010.a. Uurimata, identifitseerimata. Koordinaadid 59*26,7718´N; 24*46,7420´E"
410,Purjelaev 2,,,ei,,,,,,19./20. sajand,,,purjelaev,,,,,,,"Tundmatu, mahuka juhuga arvatavalt kolmemastiline, sirge ahtriga klassikalise 19.-20. sajandi purjelaeva vrakk. Tekil eristatavad kaks trümmiluuki.","19. sajand või 20. sajand - arvatav ehitusaeg
juuli 2013 - avastamine",,,,,,,,,jah,58.9228,21.3893,,,,Hiiumaa Ristna neemest lääne pool,,,,Ristna,avameri,,,"Suund 356,7°",,2013,"""Jakob Prei"" meeskond",Leitud hüdrograafialaev Jakob Prei poolt 2013.a. juulikuul. Olemas sonaripilt.,ei,,,,B Jaan Lutt,w_blue,pink_circle,"Purjelaev 2, Raj. IV -  , tundmatu mahuka kujuga, arvatavalt kolmemastiline, sirge ahtriga klassikalise 19-20. saj. purjelaeva vrakk Hiiumaa Ristna neemest lääne pool koordinaatides 58*55,368´N; 21*23,358´E Sonari pildil vraki tekil eristatavad kaks trümmiluuki. Vraki suund 356,7*. Leitud hüdrograafialaev Jakob Prei poolt 2013.a. juulikuul. (B Jaan Lutt)"
739,Amalie Beathe,Amalie Beathe,,ei,,,,,,19. sajand,,,purjelaev,,,,,,,"Tundmatut päritolu purjelaev (Schalupp, Schlup)",03.11.1852 - laevahukk,,,Pärnu-Stettin,,Pärnu,Stettin,,,jah,,,,,,"Kihnust lõuna pool, rohkem kui versta kaugusel kaldast",torm,1852,,Kihnu,saarelähedane,"Hukkus 3. novembril 1852.a. teekonnal Pärnust Stettini Orajõe mõisa all tormis, ca 5 versta kaugusl rannast. Tugeva leki saanud laeva ei õnnestunud päästa ning kapten ühes tüürimehe ja kolme madrusega päästsid end paadi abil. Tormiga triivis laev Kihnu lähistele, kust randlased seda saarele lähemale pukseerida püüdsid. Vrakk uppus Kihnust lõuna pool, rohkem kui versta kaugusel kaldast.",,,,,,,ei,,,,"A, EAA,951.1.1592; EAA.1000.1.3973, Interreg reg. ID 68",w_blue,grn_circle,"Amalie Beathe, Raj. VII -  , tundmatut päritolu purjelaev (Schalupp, Schlup), hukkus 3. novembril 1852.a. teekonnal Pärnust Stettini Orajõe mõisa all tormis, ca 5 versta kaugusl rannast. Tugeva leki saanud laeva ei õnnestunud päästa ning kapten ühes tüürimehe ja kolme madrusega päästsid end paadi abil. Tormiga triivis laev Kihnu lähistele, kust randlased seda saarele lähemale pukseerida püüdsid. Vrakk uppus Kihnust lõuna pool, rohkem kui versta kaugusel kaldast. (A, EAA,951.1.1592; EAA.1000.1.3973, Interreg reg. ID 68)"
591,Taaliku vrakk,,,ei,,,,,,,,,purjelaev,,,,,,,"Vana purjelaeva jäänused: kiilu fragment, mõned kaared",1986 - avastamine,,,,,,,,,jah,,,,,,Taaliku sadamasilla merepoolse otsa juurest mõnikümmend meetrit E poole,,,,Taaliku,sadam,,,,,1986,,Leitud 1986. aastal Maasilinna ekspeditsiooni ajal. Identifitseerimata.,ei,,,,"B Mäss, Lutt, sonari pilt",w_blue,orange_circle,"Taaliku vrakk, Raj. V -   , vana purjelaeva jäänused (kiilu fragment, mõned kaared) Taaliku sadamasilla merepoolse otsa juurest mõnikümmand meetrit Ost´i poole. Leitud 1986. aastal Maasilinna ekspeditsiooni ajal. Identifitseerimata. (B Mäss, Lutt, sonari pilt)"
6223,Rahuste küla vrakk,,,ei,,,,,,,,,purjelaev,,,,,,,Vana purjelaeva vrakk,enne I maailmasõja algust - avastamine,,,,,,,,,jah,,,,,,"Saaremaal, Salme vallas, Rahuste külas",,,,Rahuste,maismaa,,,,,,,Tuli maa seest välja kuivenduskraavi kaevamise käigus,jah,,,,A262,w_blue,ltblu_circle,"Rahuste küla vrakk, Raj. VI -  , vana purjelaeva vrakk, mis tuli maa seest välja kuivenduskraavi kaevamise käigus Saaremaal, Salme vallas, Rahuste külas enne I maailmasõja algust. (A262)"
2124,Lootsi 8,,,jah,30188,706,,,,13. sajand,,,purjelaev,,,,,,,"Vanema purjelaeva osad: mõned kaared, arvatav kiilsoni katke ja muid ekskavaatori poolt purustatud laevaosi).",detsember 2008 - avastamine,,,,,,,,,,59.4413,24.7648,,,,Lootsi 8/10 krunt,,,4,Lootsi tänav,maismaa,,,,,2009,,"2009.a. detsembris Lootsi tn.8/10 krundil tehtud kaevendist, ca 4 m sügavuselt välja tulnud. Ekskavaatorijuhi sõnutsi asuvat laevavrakk tänavaga ristiasendis ja suurem osa sellest jäänud maa sisse. Laeva kolme põhjakaare fragmendid viidud uurimiseks Lennusadamasse.",jah,,,,B Mäss,w_blue,red_circle,"Lootsi 8, Raj. II – , 2009.a. detsembris Lootsi tn.8/10 krundil tehtud kaevendist, ca 4 m sügavuselt välja tulnud vanema purjelaeva osad (mõned kaared, arvatav kiilsoni katke ja muid ekskavaatori poolt purustatud laevaosi). Ekskavaatorijuhi sõnutsi asuvat laevavrakk tänavaga ristiasendis ja suurem osa sellest jäänud maa sisse. Laeva kolme põhjakaare fragmendid viidud uurimiseks Lennusadamasse. (B Mäss)"
13,Dejatelnõi,Dejatelnõi,,ei,,,,Venemaa,1907,20. sajand,,,,64,6.4,,,380,,Vene eskaadri miinilaev,"1907 - ehitamine, Peterburi
I maailmasõda - osalemine Balti laevastiku koosseisus
I maailmasõda - osavõtt Jääretkest
18.11.1918 - üleviimine Kaspia laevastikku
21.11.1925 - mahakandmine ja lammutamine",,,,,,,,,lammutatud,,,,,,,lammutamine,1925,,,,Kanti maha 21.11.1925. aastal ning lammutati,,,,,,,,,,,"A8 lk.134, A9 lk.83, A40, A162, A369 lk.203, foto",mechanic,ylw_circle,"Dejatelnõi, Raj. ?  , Vene eskaadri miinilaev, 380 t veeväljasurve, pikkus 64 m, laius 6,4 m, ehitatud Peterburis 1907.a., osales I maailmasõjas Balti laevastiku koosseisus ning Jääretkes. Viidi üle Kaspia laevastikku  18.11.1918. aastal, kanti maha 21.11.1925. aastal ning lammutati(A8 lk.134, A9 lk.83, A40, A162, A369 lk.203, foto)"
4183,Letutši,Letutši,,ei,,,,Venemaa,1905,20. sajand,,,,56.6,6.1,,,405,,Vene miinilaev,"1905 - ehitamine
12.12.1914 - laevahukk",,,,,,,,,jah,,,,,,Osmussaare lähistel. Praegune asukoht teadmata.,torm,1914,,Osmussaar,saarelähedane,Hukkus tormis Osmussaare lähistel 12.12.1914.a.,,,,,,Leidmata,ei,,,,"A6 lk.366, A16 lk.48",w_blue,pink_circle,"Letutši, Raj. IV -  , Vene miinilaev, veeväljasurve 405 t, ehit. 1905.a., L=56,6 m  B=6,1 m.  Hukkus tormis Osmussaare lähistel 12.12.1914.a. Leidmata. (A6 lk.366, A16 lk.48)"
2494,Novõi kurjer,Novõi kurjer,,ei,,,,Venemaa,1732,18. sajand,,,,,,,,,,Vene paketboot,"1732-1733 - ehitamine, ST. Peterburg, Galernaja laevatehas, Venemaa
1733-1740 - postiühenduse pidamine Kroonlinna, Danzigi ja Lübecki vahel
26.09.1740 - laevahukk",,,,,,,,,jah,,,,,,Keri rannamadal,madalalesõit,1740,,Keri,madal,"26. sept. 1740 sattus tormiga Keri rannamadalale, meeskond pääses saarele, laev purunes.",,,,,,,ei,,,,,w_blue,red_circle,"Novõi kurjer, Raj. II - , Vene paketboot, ehit. St.Peterburi Galernaja laevatehases 1732-1733.a. Pidas aastail 1733-1740 postiühendust Kroonlinna, Danzigi ja Lübecki vahel. 26. sept. 1740 sattus tormiga Keri rannamadalale, meeskond pääses saarele, laev purunes. (A Lutt"
2387,Tarantul,Tarantul,,ei,,,,Venemaa,,20. sajand,,,diiselmootorlaev,39.8,7.9,1.96,,211/245,"5 ohvitseri, 25 alamat meeskonnaliiget","Vene PSKR projekt 205P piirivalvekaatri vrakk. Sellel kaatritüübil baseerus terve rida piirivalve-, raketi- ja patrullkaatreid. Kiirus 34 sõlme. 3 diislit M-503A 4000 HJ või 3 diislit M-504B 5000 HJ.",,,,,,,,,,jah,59.477,24.67325,"59.476817, 24.669483","59.476217, 24.6694",,Paljassaare laht,,,,Paljassaare laht,laht,Ilmselt mahakantuna lammutatud,,,,,,,,,,,(B Ossiptšuk),w_blue,red_circle,"Tarantul, Raj. II - , Vene PSKR projekt 205P piirivalvekaatri vrakk Paljassaare lahes. Ilmselt mahakantuna lammutatud. Pikkus 39,8 meetrit, laius 7,9 meetrit, süvis 1,96 meetrit, veeväljasurve 211 / 245 tonni, kiirus 34 sõlme, meeskond 5 ohvitseri ja 25 alamat meeskonnaliiget. 3 diislit M-503A 4000 HJ või 3 diislit M-504B 5000 HJ. Sellel kaatritüübil baseerus terve rida piirivalve-, raketi- ja patrullkaatreid. (B Ossiptšuk)"
544,Serditõi,Serditõi,,ei,,,,Venemaa,,20. sajand,,,,112.5,10.2,,,2529,,Vene Storozevoi klassi hävitaja,"19.07.1941 - laevahukk
1949-1952 - vraki koristamine merepõhjalt",,,,,,,,,üles tõstetud,58.5734,23.3967,,,,Kuivastu reidil Väinameres,õhurünnak,1941,,Kuivastu,sadamalähedane,"Uputati lennurünnaku käigus Kuivastu reidil Väinameres 19.07.1941.a. Vrakk koristati sealt aastail 1949-1952, jäänused mere põhjas säilinud.",,Vrakijäänused merepõhjal säilinud,,,,,jah,,,,"A1 lk.28|37|43|44|62|64|122, TM 2011/3, foto",mechanic,orange_circle,"Serditõi, Raj. V -  , Vene Storozevoi klassi hävitaja, veeväljasurve 2529 t L=112,5m  B=10,2 m uputati lennurünnaku käigus Kuivastu reidil Väinameres 19.07.1941.a. Vrakk koristati sealt aastail 1949-1952, jäänused mere põhjas säilinud.(A1 lk.28,37,43,44,62,64,122, TM 2011/3, foto)"
154,Ameerika,Ameerika,United States,ei,,,,USA/Venemaa,,19. sajand,,,purjelaev,39,9.5,,,700,,"Vene sõjaväetransportlaev, purjekas","19. sajand - ehitamine, Ameerika
1830 - jõudmine Kroonlinna
16.10.1856 - laevahukk",Vene,,,,,,,,jah,,,,,,"Suursaare N otsas, arvatavalt Maahelli kalju lähistel",torm,1856,,Suursaar,saarelähedane,Hukkus tormis Suursaare N otsas 16.10.1856. Arvatavalt lebab vrakk Maahelli kalju lähistel.,,,,,,,ei,,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 80.
A123 lk.18-29, A211 lk.24-25, A345 lk.80-82,  B Tšukovitš",w_blue,wht_circle,"Ameerika (ex United States), Raj. I -  , Vene sõjaväetransportlaev, purjekas, ehitatud Ameerikas,  L=39 m  B=9,5 m veeväljasuve 700 t. Kroonlinnas alates 1830. aastast. Hukkus tormis Suursaare N otsas 16.10.1856.a. Arvatavalt lebab vrakk Maahelli kalju lähistel. (A123 lk.18-29, A211 lk.24-25, A345 lk.80-82,  B Tšukovitš)"
211,Nargen vrakk,,,jah,30721,,,,,16. sajand,,,purjelaev,18.00 ?,7.00 ?,,,,,Vraki pikkus ligikaudu 18x7 m,"2015 - avastamine
juuni 2015 - sonaritööd vrakil
august 2015 - esimene videosalvestus vrakist
2015 - videosalvestused ja esemete pinnaletoomine
2015 - videote filmimine fotomosaiigi jaoks
2016- mälestisena arvele võtmine
2017 - Eesti Meremuuseumi eestvõttel koostatakse tegevuskava vraki edasiseks uurimiseks",,,,,,,,,jah,59.571,24.5635,59.5703,24.5636,täpne,"Naissaare ja Naissaare madala vahel, Naissaare idaküljel",,,28,Naissaar,saarelähedane,,,,"Vraki kuju on aimatav, kuid seda katab palju lahtiseid detaile",2015,"Miinitraaler ""Auerbach""","Vraki avastas miinitraaler ""Auerbach"" 2015. aastal NATO korralise miinitõrjeoperatsiooni ""Open Spirit 2015"" raames",jah,"MM 14203-14238, MM 14377-14392","https://register.muinas.ee/ftp/Arheoloogiliste%20uuringute%20aruanded/L-13772_A-leire_2016_M-a-ssV_L-aa-nemeri.pdf 

https://register.muinas.ee/ftp/Arheoloogiliste%20uuringute%20aruanded/L-14061-14334_A-leire_2015_L-a-ttiP_Tallinna-laht.pdf",,K.Peremees,w_blue,red_circle,"Nargen vrakk, Raj. - , 2015.aasta miinitõrjeoperatsiooni „Open Spirit“ käigus miinijahtija „Auerbach“ poolt avastatud tundmatu purjelaeva (?) vrakk Naisaare ja Naissaare madala vahelisel merealal, ca 20 meetri sügavusel, koordinaatides 59*34,218´N; 24*33,814´E. Sellest kohast natuke põhja pool koordinaatides 59*34,251´N; 24*33,814´E nähti samuti laevahukujäänuseid. Leiud vajavad tingimata esimesel võimalusel uurimist. 9.06.2015 salvestas „Mare“ hunniku laevahukumaterjali 28 m sügavusel koordinaatides 59*34,261´N; 24*33,810´E. Võib olla 1789.a. hukkunud 66 suurtükiga liinilaeva „Rodislav“ jäänused. 2015.a.11. ja 25. septembril tõid Mereväe miinitruukrid vrakilt üles kollektsiooni (52 eset) 16. sajandi keraamilisi nõusid, malmist suurtükikuuli ja samasse aega kuuluva vaskse süstla (pritsi). Osa keraamikat on tundmatu nii Eesti kui Lääne-Euroopa arheoloogidele. (A Villu Klesmann, Erki Russow, on olemas fotod leiumaterjalist, külgvaatesonari ja Remus 100 sonari kujutised). 2017.a. juuli lõpupäevi tehti vrakist 3D salvestus (K.Peremees)."
6214,Möldri lahe kullalaevad,,,ei,,,,,,,,,,,,,,,,Vrakk või vrakid,,,,,,,,,,jah,,,,,,Saaremaa SW rannikul,,,,Saaremaa,rannikulähedane,"Vrakk/vrakid, Saaremaa SW rannikul, kus kapten Roseni eestvõttel päästetöid tehti ja varandusi otsiti. Asukoht teadmata.",,,,,,Asukoht teadmata,jah,,,,A135,w_blue,ltblu_circle,"Möldri lahe kullalaevad, Raj. VI -  , vrakk/vrakid, Saaremaa SW rannikul, kus kapten Roseni eestvõttel päästetöid tehti ja varandusi otsiti. Asukoht teadmata. (A135)"
584,Raugi vrakk,,,ei,,,,,,,,,,,,,,,,"Vrakk, laeva põhjaosa?",,,,,,,,,,jah,,,,,,Muhu saare rannas Raugi liinidel,,,,Raugi,rannikulähedane,,,,,,,"Uurimata, dateerimata",ei,,,,A75 lk.162,w_blue,orange_circle,"Raugi vrakk, Raj. V -   , vrakk (laeva põhjaosa ?) Muhu saare rannas (Raugi liinidel). Uurimata, dateerimata. (A75 lk.162)"
448,Emmaste liini vrakk,Emmaste liini vrakk,,ei,,,,,,,,,purjelaev,,,,,,,Väga madal lagunenu purjelaeva (?) vrakk,"1999 - avastamine
augustis 2012 - uuringud vraki asukohal",,,,,,,,,jah,58.7517,22.2642,,,ligikaudne,"Sõru sadamast W pool, Emmaste liinidel",,,,Läänemeri,avameri,,,,Arvataval hukukohal leiti 2012. Aasta augustis ainult vraki jälg merepõhjal,1999,Eesti Meremuuseum,"Avastatud 1999. aastal sonariga. Võimalik Maria (4) või Gullkrona?. Asukoht täpselt kindlaks tegemata ning identifitseerimata. 2012.a. augustis tegi uurimislaev Mare sel kohal uuringuid, kuid vrakki ei avastatud. Arvataval hukukohal koordinaatides 58*45,100´N; 22*15,850´E leiti vaid vraki jälg merepõhjal.",ei,,,,B Mäss,w_blue,pink_circle,"Emmaste liini vrakk, Raj. IV -   , Sõru sadamast W pool, Emmaste liinidelt 1999.a.sonariga avastatud väga madal (lagunenud purjelaev ?) vrakk. Sügavus ligikaudu 38 meetrit. Võimalik Maria (4) või Gullkrona?. Asukoht täpselt kindlaks tegemata ning identifitseerimata. 2012.a. augustis tegi uurimislaev Mare sel kohal uuringuid, kuid vrakki ei avastatud. Arvataval hukukohal koordinaatides 58*45,100´N; 22*15,850´E leiti vaid vraki jälg merepõhjal. (B Mäss)"
2220,Ju-34,,,ei,,,,,,,,,purjelaev,,,,,,,"Väike lagunenud purjelaev. Kumer vöörtääv, püstjas ahtertääv.",2007 - avastamine,,,,,,,,,jah,59.7437,25.0734,,,,,,,,,,,,Suund 100°-180°,,2007,Eesti Meremuuseum,"Leitud Mare sonariga 2007. aastal. Uurimata, identifitseerimata.",ei,,,,"B Mäss, sonari pilt",w_blue,red_circle,"Ju-34 (Keri vrakk), Raj. II – , väikese, lagunenud purjelaeva vrakk. Kumer vöörtääv, püstjas ahertääv. Lebab suunaga 100*-180*. Leitud Mare sonariga 2007. aastal. Uurimata, identifitseerimata. (B Mäss, sonari pilt)"
